iter	RMSE
487	26.28980764
488	26.18233491
489	26.07530153
490	25.9687057
491	25.86254563
492	25.75681955
493	25.65152567
494	25.54666223
495	25.44222748
496	25.33821966
497	25.23463702
498	25.13147782
499	25.02874034
500	24.92642285
501	24.82452364
502	24.72304099
503	24.6219732
504	24.52131857
505	24.42107543
506	24.32124207
507	24.22181684
508	24.12279805
509	24.02418405
510	23.92597319
511	23.82816381
512	23.73075428
513	23.63374296
514	23.53712822
515	23.44090844
516	23.34508201
517	23.24964732
518	23.15460276
519	23.05994675
520	22.96567768
521	22.871794
522	22.7782941
523	22.68517644
524	22.59243944
525	22.50008155
526	22.40810122
527	22.3164969
528	22.22526706
529	22.13441017
530	22.04392471
531	21.95380914
532	21.86406197
533	21.77468169
534	21.68566679
535	21.59701579
536	21.50872719
537	21.42079951
538	21.33323129
539	21.24602104
540	21.15916731
541	21.07266863
542	20.98652356
543	20.90073066
544	20.81528847
545	20.73019557
546	20.64545054
547	20.56105194
548	20.47699836
549	20.39328839
550	20.30992063
551	20.22689367
552	20.14420613
553	20.06185662
554	19.97984375
555	19.89816615
556	19.81682245
557	19.73581128
558	19.65513129
559	19.57478111
560	19.49475941
561	19.41506483
562	19.33569605
563	19.25665172
564	19.17793053
565	19.09953115
566	19.02145227
567	18.94369258
568	18.86625076
569	18.78912553
570	18.71231559
571	18.63581964
572	18.55963641
573	18.48376462
574	18.40820299
575	18.33295026
576	18.25800516
577	18.18336644
578	18.10903284
579	18.03500311
580	17.96127602
581	17.88785032
582	17.81472479
583	17.7418982
584	17.66936932
585	17.59713694
586	17.52519985
587	17.45355683
588	17.38220669
589	17.31114823
590	17.24038026
591	17.16990159
592	17.09971103
593	17.02980741
594	16.96018956
595	16.89085631
596	16.82180649
597	16.75303894
598	16.68455252
599	16.61634607
600	16.54841845
601	16.48076852
602	16.41339514
603	16.34629718
604	16.27947352
605	16.21292303
606	16.1466446
607	16.08063712
608	16.01489948
609	15.94943057
610	15.8842293
611	15.81929457
612	15.75462529
613	15.69022039
614	15.62607877
615	15.56219936
616	15.49858109
617	15.43522289
618	15.3721237
619	15.30928246
620	15.24669811
621	15.18436961
622	15.12229591
623	15.06047597
624	14.99890874
625	14.9375932
626	14.87652832
627	14.81571308
628	14.75514644
629	14.69482741
630	14.63475495
631	14.57492808
632	14.51534577
633	14.45600704
634	14.39691088
635	14.33805631
636	14.27944234
637	14.22106798
638	14.16293225
639	14.10503419
640	14.04737281
641	13.98994715
642	13.93275625
643	13.87579914
644	13.81907487
645	13.7625825
646	13.70632106
647	13.65028962
648	13.59448724
649	13.53891298
650	13.4835659
651	13.42844508
652	13.3735496
653	13.31887853
654	13.26443096
655	13.21020596
656	13.15620264
657	13.10242009
658	13.0488574
659	12.99551367
660	12.94238801
661	12.88947953
662	12.83678734
663	12.78431055
664	12.73204829
665	12.67999968
666	12.62816384
667	12.57653991
668	12.52512701
669	12.47392429
670	12.42293089
671	12.37214595
672	12.32156862
673	12.27119805
674	12.22103339
675	12.17107381
676	12.12131846
677	12.07176651
678	12.02241713
679	11.97326949
680	11.92432276
681	11.87557613
682	11.82702878
683	11.77867989
684	11.73052864
685	11.68257424
686	11.63481588
687	11.58725275
688	11.53988407
689	11.49270902
690	11.44572683
691	11.3989367
692	11.35233784
693	11.30592949
694	11.25971085
695	11.21368115
696	11.16783962
697	11.1221855
698	11.076718
699	11.03143638
700	10.98633987
701	10.94142771
702	10.89669916
703	10.85215345
704	10.80778985
705	10.76360761
706	10.71960598
707	10.67578423
708	10.63214162
709	10.58867743
710	10.54539092
711	10.50228136
712	10.45934803
713	10.41659022
714	10.3740072
715	10.33159826
716	10.28936269
717	10.24729977
718	10.20540881
719	10.1636891
720	10.12213994
721	10.08076063
722	10.03955049
723	9.998508804
724	9.957634901
725	9.91692809
726	9.876387689
727	9.836013016
728	9.795803396
729	9.755758152
730	9.715876614
731	9.676158111
732	9.636601977
733	9.597207549
734	9.557974165
735	9.518901167
736	9.4799879
737	9.44123371
738	9.402637947
739	9.364199964
740	9.325919115
741	9.287794759
742	9.249826254
743	9.212012965
744	9.174354257
745	9.136849497
746	9.099498057
747	9.06229931
748	9.025252631
749	8.988357399
750	8.951612995
751	8.915018801
752	8.878574205
753	8.842278594
754	8.80613136
755	8.770131896
756	8.734279597
757	8.698573863
758	8.663014093
759	8.627599692
760	8.592330065
761	8.557204621
762	8.522222769
763	8.487383923
764	8.452687498
765	8.418132912
766	8.383719585
767	8.34944694
768	8.315314402
769	8.281321397
770	8.247467356
771	8.21375171
772	8.180173893
773	8.146733343
774	8.113429498
775	8.080261799
776	8.047229689
777	8.014332615
778	7.981570023
779	7.948941366
780	7.916446094
781	7.884083663
782	7.851853529
783	7.819755153
784	7.787787994
785	7.755951518
786	7.724245188
787	7.692668474
788	7.661220846
789	7.629901776
790	7.598710738
791	7.567647209
792	7.536710668
793	7.505900595
794	7.475216474
795	7.44465779
796	7.414224029
797	7.383914682
798	7.353729239
799	7.323667195
800	7.293728044
801	7.263911284
802	7.234216415
803	7.204642939
804	7.175190359
805	7.145858181
806	7.116645914
807	7.087553066
808	7.058579149
809	7.029723678
810	7.000986168
811	6.972366137
812	6.943863105
813	6.915476593
814	6.887206125
815	6.859051227
816	6.831011426
817	6.803086252
818	6.775275236
819	6.747577911
820	6.719993813
821	6.692522479
822	6.665163448
823	6.63791626
824	6.610780459
825	6.583755589
826	6.556841196
827	6.53003683
828	6.50334204
829	6.476756378
830	6.450279398
831	6.423910657
832	6.39764971
833	6.371496119
834	6.345449443
835	6.319509246
836	6.293675093
837	6.26794655
838	6.242323185
839	6.216804568
840	6.191390271
841	6.166079868
842	6.140872934
843	6.115769046
844	6.090767783
845	6.065868724
846	6.041071453
847	6.016375554
848	5.991780611
849	5.967286212
850	5.942891947
851	5.918597405
852	5.894402179
853	5.870305863
854	5.846308053
855	5.822408346
856	5.798606342
857	5.774901639
858	5.751293842
859	5.727782553
860	5.704367378
861	5.681047925
862	5.657823801
863	5.634694618
864	5.611659987
865	5.588719521
866	5.565872836
867	5.543119548
868	5.520459276
869	5.497891639
870	5.475416258
871	5.453032757
872	5.43074076
873	5.408539892
874	5.386429781
875	5.364410056
876	5.342480349
877	5.320640289
878	5.298889512
879	5.277227652
880	5.255654346
881	5.234169231
882	5.212771948
883	5.191462137
884	5.17023944
885	5.149103501
886	5.128053966
887	5.107090482
888	5.086212697
889	5.06542026
890	5.044712822
891	5.024090036
892	5.003551557
893	4.983097038
894	4.962726138
895	4.942438514
896	4.922233825
897	4.902111734
898	4.882071901
899	4.862113992
900	4.84223767
901	4.822442603
902	4.802728458
903	4.783094904
904	4.763541613
905	4.744068255
906	4.724674504
907	4.705360035
908	4.686124524
909	4.666967647
910	4.647889084
911	4.628888513
912	4.609965617
913	4.591120078
914	4.57235158
915	4.553659807
916	4.535044446
917	4.516505185
918	4.498041712
919	4.479653717
920	4.461340893
921	4.443102932
922	4.424939528
923	4.406850375
924	4.388835171
925	4.370893613
926	4.353025401
927	4.335230233
928	4.317507812
929	4.29985784
930	4.282280022
931	4.264774062
932	4.247339665
933	4.229976541
934	4.212684397
935	4.195462944
936	4.178311892
937	4.161230953
938	4.144219841
939	4.127278271
940	4.110405957
941	4.093602618
942	4.076867971
943	4.060201735
944	4.043603631
945	4.027073379
946	4.010610704
947	3.994215327
948	3.977886975
949	3.961625374
950	3.945430249
951	3.929301331
952	3.913238347
953	3.897241029
954	3.881309108
955	3.865442317
956	3.849640389
957	3.833903059
958	3.818230064
959	3.80262114
960	3.787076025
961	3.771594458
962	3.75617618
963	3.740820932
964	3.725528457
965	3.710298496
966	3.695130796
967	3.680025102
968	3.66498116
969	3.649998717
970	3.635077522
971	3.620217326
972	3.605417878
973	3.59067893
974	3.576000234
975	3.561381546
976	3.546822618
977	3.532323208
978	3.517883071
979	3.503501965
980	3.489179649
981	3.474915883
982	3.460710427
983	3.446563043
984	3.432473494
985	3.418441542
986	3.404466953
987	3.390549493
988	3.376688927
989	3.362885023
990	3.349137549
991	3.335446275
992	3.321810971
993	3.308231408
994	3.294707358
995	3.281238594
996	3.267824891
997	3.254466023
998	3.241161766
999	3.227911897
